tahun,status,nama_sekolah,jumlah_peserta,bahasa_indonesia,bahasa_inggris,matematika,ipa
2018,Swasta,SMP K 4 BPK PENABUR,40,83.9,76.65,74.44,66.5
2018,Swasta,SMP AL HADI BANDUNG,199,60.9,46.3,34.33,43.53
2018,Swasta,SMP AL ISLAM,81,55.26,41.98,32.81,40.28
2018,Swasta,SMP PLUS BAITURRAHMAN,201,66.31,46.42,39.9,43.33
2018,Swasta,SMP BANDUNG INSTITUT,36,60.44,42.22,33.54,38.33
2018,Swasta,SMP BINA PERSADA NUSANTARA,16,61.88,42.5,31.09,40.31
2018,Swasta,SMP CENDEKIA MUDA,45,83.78,79.78,72.94,68.89
2018,Swasta,SMP GANTRA BANDUNG,88,58.16,38.66,34.97,43.78
2018,Swasta,SMP GEMA PANCASILA BANDUNG,18,63,40.11,32.64,44.31
2018,Swasta,SMP GUPPI UJUNG BERUNG,22,59.36,44.64,48.3,46.14
2018,Swasta,SMP KARYA PEMBANGUNAN 10,182,62.86,51.76,41.06,50.56
2018,Swasta,SMP LANGLANGBUANA,48,54.46,38.21,30.83,37.92
2018,Swasta,SMP MUHAMMADIYAH 3 BANDUNG,102,68.27,46.37,39.34,45.86
2018,Swasta,SMP MUTIARA BUNDA,77,84.55,79.32,66.27,66.4
2018,Swasta,SMP PGRI 10 BANDUNG,296,62.2,46.44,35.05,44.07
2018,Swasta,SMP PGRI 11,10,59.4,45,27.25,38.75
2018,Swasta,SMP TRIYASA BANDUNG,270,65.81,51.02,38.22,45.78
2018,Swasta,SMP YAYASAN ATIKAN SUNDA,274,70.72,55.99,40.76,48.52
2018,Swasta,SMP AL-GHIFARI,169,67.34,61.02,41.52,47.72
2018,Swasta,SMP AL-HASAN,67,60.39,42.51,32.72,39.37
2018,Swasta,SMP IGN SLAMET RIYADI,70,80.77,69.34,62.14,61.43
2018,Swasta,SMP MADYA BANDUNG,78,63.9,45.13,33.85,40.32
2018,Swasta,SMP MUHAMMADIYAH 9,88,67.2,47.34,34.55,42.84
2018,Swasta,SMP MUSLIMIN 5 BANDUNG,20,63.9,46.1,40.63,46.88
2018,Swasta,SMP OTISTA,18,63.22,45.11,35.56,43.33
2018,Swasta,SMP PGRI 7 BANDUNG,148,64.24,43.42,34.97,41.84
2018,Swasta,SMP PGRI 9 GEDEBAGE,50,58.24,37.64,31.95,39.05
2018,Swasta,SMP THARIIKUL JANNAH,3,54,44,25.83,34.17
2018,Swasta,SMP TULUS KARTIKA,81,66.22,48.91,36.2,43.86
2018,Swasta,SMP VIJAYA KUSUMA,251,66.53,51.75,38.7,46.09
2018,Swasta,SMP BINA DHARMA 2 BANDUNG,199,64.55,47.26,35.35,43.63
2018,Swasta,SMP BINA HARAPAN,22,61.18,40.55,31.59,36.7
2018,Swasta,SMP GUNA DHARMA,84,61,46.33,33.9,41.79
2018,Swasta,SMP KARYA NUSANTARA,19,59.16,37.79,32.63,41.32
2018,Swasta,SMP LANGLANG BUANA 2,74,56.62,41.65,31.72,40.51
2018,Swasta,SMP MUHAMMADIYAH 5 BANDUNG,41,61.27,40.1,37.26,41.16
2018,Swasta,SMP MUHAMMADIYAH 8 BANDUNG,150,78.81,70.07,57,61.18
2018,Swasta,SMP MUHAMMADIYAH 10,112,61.61,46.16,35.98,44.69
2018,Swasta,SMP NUSANTARA RAYA,100,64.36,42.78,32.73,43.33
2018,Swasta,SMP PGRI 8 BANDUNG,36,61.22,45.11,34.93,40.14
2018,Swasta,SMP SANTO  YUSUP,101,79.21,68.42,47.85,58.89
2018,Swasta,SMP ISLAM AL WASHLIYAH,19,59.26,50.42,34.47,45.79
2018,Swasta,SMP BINTANG MULIA,66,82.85,87.82,80.76,71.06
2018,Swasta,SMP BPI 1 BANDUNG,194,76.32,72.75,50.01,59.48
2018,Swasta,SMP BUDI ISTRI BANDUNG,87,58.48,42.87,34.28,41.41
2018,Swasta,SMP NUGRAHA BANDUNG,154,65.32,49.1,37.05,43.49
2018,Swasta,SMP PAHLAWAN TOHA,176,58.06,43.43,33.79,40.2
2018,Swasta,SMP PELITA BANGSA,17,80,64.82,55.88,50
2018,Swasta,SMP SANTO ALOYSIUS 2 BANDUNG,72,83.08,80.58,83.37,73.85
2018,Swasta,SMP SEBELAS MARET BANDUNG,84,66.64,43.93,32.83,41.04
2018,Swasta,SMP YAMI BANDUNG,16,53,38,26.72,34.84
2018,Swasta,SMP YPS SEJATI BANDUNG,10,56.2,34.4,30,38.75
2018,Swasta,SMP YUDHISTIRA,106,61.02,44.72,34.13,40.97
2018,Swasta,SMP K KALAM KUDUS,47,81.32,77.45,65.96,65.05
2018,Swasta,SMP BPK PENABUR HOLIS,166,84.28,82.11,81.42,76.37
2018,Swasta,SMP BPPI BOJONG,17,65.18,42.82,28.09,41.91
2018,Swasta,SMP GAMALIEL,88,82.25,70.73,68.52,59.66
2018,Swasta,SMP GRACIA BANDUNG,25,74.4,59.2,45.7,53.1
2018,Swasta,SMP JENDRAL SUDIRMAN,20,63.3,41.3,32.25,38.5
2018,Swasta,SMP MUTIARA 3 BANDUNG,12,72.67,47.5,33.33,44.79
2018,Swasta,SMP PASUNDAN 5 BANDUNG,135,63.93,42.65,36.06,43.67
2018,Swasta,SMP PASUNDAN 7 BANDUNG,182,62.3,47.43,36.33,41.7
2018,Swasta,SMP PASUNDAN 9 BANDUNG,161,59.16,39.55,29.67,38.9
2018,Swasta,SMP PLUS SINDANGRESMI,62,64.81,46.23,34.8,42.7
2018,Swasta,SMP SWADAYA 1 BANDUNG,285,66.03,47.87,36.58,42.9
2018,Swasta,SMP SWADAYA 2 BANDUNG,37,60.92,43.62,33.72,40.81
2018,Swasta,SMP YPKKP,238,55.58,41.02,31.4,40.48
2018,Swasta,SMP ASSALAAM,150,74.48,64.17,48.22,52.43
2018,Swasta,SMP DEWI SARTIKA,145,66.25,45.02,33.67,43.38
2018,Swasta,SMP GANESHA BANDUNG,84,54.76,43.62,32.02,38.75
2018,Swasta,SMP MUHAMMADIYAH 7,17,64.12,46,37.21,42.65
2018,Swasta,SMP NUSANTARA BANDUNG,126,62.17,44.79,32.12,42.56
2018,Swasta,SMP PASUNDAN 1 BANDUNG,430,70.38,55.49,39.87,47.88
2018,Swasta,SMP PASUNDAN 2 BANDUNG,190,68.24,50.38,40.24,48.07
2018,Swasta,SMP WYATA DHARMA,27,55.48,39.85,28.89,38.8
2018,Swasta,SMP YOS SUDARSO,83,79.86,72,63.22,63.8
2018,Swasta,SMP K REHOBOTH BANDUNG,28,74.29,62.64,45.54,54.46
2018,Swasta,SMP STAMFORD INTERNATIONAL SCHOOL,12,69.83,81.33,58.54,50.42
2018,Swasta,SMP PLUS TEMARA ILMU,9,65.78,42.44,33.89,48.33
2018,Swasta,SMP AL BIRUNI CERDAS MULIA,52,75.62,70.38,53.56,56.11
2018,Swasta,SMP DAARUL QURAN,10,76.4,67.2,49.25,52.25
2018,Swasta,SMP ALFA CENTAURI,107,82.39,76.84,66.17,64.6
2018,Swasta,SMP PELITA NUSANTARA,25,81.6,73.04,65.3,63.1
2018,Swasta,SMP TUNAS UNGGUL,59,84.47,81.76,65.85,67.25
2018,Swasta,SMP JUARA,48,75.83,60.17,49.69,54.38
2018,Swasta,SMP HIKMAH TELADAN,64,79.84,62.97,52.54,57.54
2018,Swasta,SMP ISLAM TERPADU BINA INSAN UNGGUL,46,71.65,54.35,47.12,50.11
2018,Swasta,SMP BAHTERA,29,83.38,75.66,56.38,54.91
2018,Swasta,SMP DAARUT TAUHIID BOARDING SCHOOL,121,81.67,63.55,57.4,58.66
2018,Swasta,SMP SETIA BHAKTI,72,67.42,48.31,35.66,44.79
2018,Swasta,SMP KARYA BHAKTI,16,55.25,38.75,25.94,33.44
2018,Swasta,SMP TAHFIZHUL QURAN AMANAH UMMAH,24,68.42,52.17,33.23,45
2018,Swasta,SMP KUNTUM CEMERLANG,24,86.92,84.17,81.56,69.58
2018,Swasta,SMP CITRA CEMARA,31,84.13,74.06,74.35,62.5
2018,Swasta,SMP NEHRU MEMORIAL SCHOOL,19,69.89,72.11,55.39,48.55
2018,Swasta,SMP BANDUNG INDEPENDENT SCHOOL,10,70.4,76.2,59,49.25
2018,Swasta,SMP TEMASEK INDEPENDENT SCHOOL,18,76.89,80.89,61.39,61.81
2018,Swasta,SMP SEMI PALAR,13,86,79.38,67.69,64.42
2018,Swasta,SMP BPK PENABUR BANDA,26,82.23,87.31,79.62,78.37
2018,Swasta,SMP KRISTEN BPK PENABUR SINGGASANA,48,82.17,87.08,86.25,79.79
2018,Swasta,SMP ISLAM AL-AZHAR 36,146,81.22,77.62,67.96,68.15
2018,Swasta,SMP EDU GLOBAL,24,83.83,79.58,76.04,73.65
2018,Swasta,SMP BINA SARANA CENDEKIA,39,63.33,47.54,31.99,40.45
2018,Swasta,SMP SURYA KENCANA BHAKTI,58,68.31,54.9,40.09,48.32
2018,Swasta,SMP PELITA FAJAR,15,79.6,69.33,60.17,54.67
2018,Swasta,SMP HARAPAN KASIH,19,82.42,71.26,68.68,58.16
2018,Swasta,SMP NURUL HIDAYAH,16,69.13,42.5,31.25,41.41
2018,Swasta,SMP ALAM BANDUNG,17,80.24,79.53,75.59,72.65
2018,Swasta,SMP AL-KHULAFA,7,88,90.57,84.29,78.57
2018,Swasta,MTS AL AMANAH,80,64.38,45.3,34.44,41.34
2018,Swasta,MTS AL HUDA,21,64.19,44,31.43,33.33
2018,Swasta,MTS AL ISLAM,51,63.65,44.59,33.14,41.96
2018,Swasta,MTS AL ISTIQOMAH,111,60.54,42.04,31.91,36.04
2018,Swasta,MTS ARROHMAH,44,68.59,48.32,39.49,45.28
2018,Swasta,MTS ASSUADA,40,57.4,36.6,28.06,36.44
2018,Swasta,MTS ASYSYARIFIYYAH,113,64.23,44.94,35.49,42.79
2018,Swasta,MTS ATTAUFIQ,58,62.07,50.83,35.22,41.34
2018,Swasta,MTS ATTAZHIMIYAH,154,60.16,42.92,35.91,41.33
2018,Swasta,MTS BAABUSSALAAM,93,62.04,43.74,33.52,41.51
2018,Swasta,MTS DAARUR RAHMAH,21,58.1,39.52,28.57,36.9
2018,Swasta,MTS MUHAMMADIYAH,50,67.96,48.84,37.2,43.7
2018,Swasta,MTS NURUL HUDA,59,63.05,44.54,37.63,41.91
2018,Swasta,MTS NURUL IMAN,365,63.79,44.3,35.12,43.19
2018,Swasta,MTS PERSATUAN ISLAM 29,44,62.18,41.91,33.58,37.27
2018,Swasta,MTS SALAFIYAH,19,59.47,38.74,29.34,42.5
2018,Swasta,MTS SIRNAMISKIN,305,61.05,43.38,35.75,41.59
2018,Swasta,MTS AL HASAN,22,61.73,47.18,31.82,36.25
2018,Swasta,MTS AL BURHAN,155,63.79,44.05,35.76,41.63
2018,Swasta,MTS AL INAYAH,152,69.75,46.25,40.64,48.47
2018,Swasta,MTS AL MISHBAH,73,71.45,49.42,36.71,47.43
2018,Swasta,MTS AL MURSYID,22,59.73,40.64,29.55,35.68
2018,Swasta,MTS ARROSYIDIYAH,121,67.22,50.13,39.32,47.5
2018,Swasta,MTS DARUL HIDAYAH,15,44.13,41.6,31,38.33
2018,Swasta,MTS KIFAYATUL ACHYAR,238,68.88,50.42,38.91,46.23
2018,Swasta,MTS MANBAUL HUDA,68,76.29,57.74,43.42,49.38
2018,Swasta,MTS MIFTAHUL FALAH,160,64,44.05,30.61,38.64
2018,Swasta,MTS MUHAJIRIN,40,63.95,42.15,36.75,42.25
2018,Swasta,MTS MULTAZAM,76,66.42,46.61,31.88,38.75
2018,Swasta,MTS NUR ROHMAH,17,66,43.53,26.47,36.03
2018,Swasta,MTS PERSIS 1-2,180,71.21,52.83,42.69,47.03
2018,Swasta,MTS YPPS SUKAMISKIN,171,69.47,50.62,38.77,48.8
2018,Swasta,MTS ZAKARIA,120,85.1,73.95,77.94,73.46
2018,Swasta,MTS AL HIKMAH,5,53.6,51.2,31,31.5
2018,Swasta,MTS YASIPA,24,68.08,42.92,34.27,39.9
2018,Swasta,MTS AISYAH,66,62.52,44.85,34.55,40.49
2018,Swasta,MTS MIFTAHUL HUDA,26,74.15,63,44.33,44.62
2018,Swasta,MTS AZ ZAHRA,36,60.5,38.78,32.36,41.81
2018,Swasta,MTS ASSALAAM,40,75.6,53.65,46.88,50.44
2018,Swasta,MTS CIJAWURA,49,63.96,44.61,33.32,39.03
2019,Negeri,SMP NEGERI 1 BANDUNG,403,85.44,78.72,76.13,72.69
2019,Negeri,SMP NEGERI 2 BANDUNG,320,86.69,88.48,81.31,79.29
2019,Negeri,SMP NEGERI 3 BANDUNG,318,81.47,72.07,67.33,68.95
2019,Negeri,SMP NEGERI 4 BANDUNG,308,79.63,70.42,59.16,60.96
2019,Negeri,SMP NEGERI 5 BANDUNG,313,87.5,89.5,83.2,81.01
2019,Negeri,SMP NEGERI 6 BANDUNG,468,69.91,53.76,42.79,47.22
2019,Negeri,SMP NEGERI 7 BANDUNG,400,85.27,85.32,74.19,76.08
2019,Negeri,SMP NEGERI 8 BANDUNG,291,85.15,77.01,73.08,75.88
2019,Negeri,SMP NEGERI 9 BANDUNG,361,78.76,67.27,57.62,62.92
2019,Negeri,SMP NEGERI 10 BANDUNG,344,71.66,56.13,47.73,52.26
2019,Negeri,SMP NEGERI 11 BANDUNG,410,76.57,63.73,50.9,55.79
2019,Negeri,SMP NEGERI 12 BANDUNG,316,81.84,75.28,65.08,65.37
2019,Negeri,SMP NEGERI 13 BANDUNG,377,86.72,86.49,79.34,80.73
2019,Negeri,SMP NEGERI 14 BANDUNG,310,83.78,76.1,68.81,69.9
2019,Negeri,SMP NEGERI 15 BANDUNG,340,77.57,69.3,59.89,65.36
2019,Negeri,SMP NEGERI 16 BANDUNG,305,76.59,63.59,58.2,57.93
2019,Negeri,SMP NEGERI 17 BANDUNG,419,78.53,65.5,54.98,58.72
2019,Negeri,SMP NEGERI 18 BANDUNG,412,77.65,65.95,53.65,60.53
2019,Negeri,SMP NEGERI 19 BANDUNG,304,75.86,59.93,47.88,55.39
2019,Negeri,SMP NEGERI 20 BANDUNG,339,74.67,60.85,48.3,56.7
2019,Negeri,SMP NEGERI 21 BANDUNG,277,69.78,51.55,45.46,46.75
2019,Negeri,SMP NEGERI 22 BANDUNG,317,78.13,65.04,53.25,56
2019,Negeri,SMP NEGERI 23 BANDUNG,263,73.88,55.34,44.87,51.87
2019,Negeri,SMP NEGERI 24 BANDUNG,373,71.36,52.04,44.7,46.6
2019,Negeri,SMP NEGERI 25 BANDUNG,370,73.63,60.62,48.99,52.56
2019,Negeri,SMP NEGERI 26 BANDUNG,287,77.67,63.3,51.42,56.5
2019,Negeri,SMP NEGERI 27 BANDUNG,336,74.95,60.22,50.12,55.77
2019,Negeri,SMP NEGERI 28 BANDUNG,345,81.85,76.19,62.75,67.33
2019,Negeri,SMP NEGERI 29 BANDUNG,347,68.83,54.4,44.45,50.4
2019,Negeri,SMP NEGERI 30 BANDUNG,334,78.98,65.17,59.06,62.34
2019,Negeri,SMP NEGERI 31 BANDUNG,422,70.82,57.14,45.32,50.17
2019,Negeri,SMP NEGERI 32 BANDUNG,242,70.55,49.19,42.12,47.14
2019,Negeri,SMP NEGERI 33 BANDUNG,361,71.91,54.48,47.56,49.56
2019,Negeri,SMP NEGERI 34 BANDUNG,338,82.15,76,65.81,70.32
2019,Negeri,SMP NEGERI 35 BANDUNG,400,70.58,54.17,44.45,50.33
2019,Negeri,SMP NEGERI 36 BANDUNG,301,78.41,61.59,53.77,58.39
2019,Negeri,SMP NEGERI 37 BANDUNG,368,72.6,54.16,48.53,51.57
2019,Negeri,SMP NEGERI 38 BANDUNG,404,69.52,50.65,40.92,46.86
2019,Negeri,SMP NEGERI 39 BANDUNG,259,71.63,53.05,45.68,49.79
2019,Negeri,SMP NEGERI 40 BANDUNG,303,70.4,55.85,43.56,48.13
2019,Negeri,SMP NEGERI 41 BANDUNG,395,71.1,53.76,45.41,49.58
2019,Negeri,SMP NEGERI 42 BANDUNG,350,69.84,53.29,41.68,47.7
2019,Negeri,SMP NEGERI 43 BANDUNG,337,72.3,56.73,48.46,54.46
2019,Negeri,SMP NEGERI 44 BANDUNG,271,80.21,72.07,61.63,62.98
2019,Negeri,SMP NEGERI 45 BANDUNG,391,78.17,68.47,54.05,59.88
2019,Negeri,SMP NEGERI 46 BANDUNG,399,75.6,59.57,51.6,54.1
2019,Negeri,SMP NEGERI 47 BANDUNG,315,75.52,58.72,48.78,51.91
2019,Negeri,SMP NEGERI 48 BANDUNG,461,75.77,64.47,49.84,56.92
2019,Negeri,SMP NEGERI 49 BANDUNG,385,71.82,55.59,48.01,51.88
2019,Negeri,SMP NEGERI 50 BANDUNG,466,75,59.82,53.18,56.76
2019,Negeri,SMP NEGERI 51 BANDUNG,399,73.47,55.8,44.62,51.03
2019,Negeri,SMP NEGERI  52 BANDUNG,320,69.61,51.21,42.88,48.39
2019,Negeri,SMP NEGERI 53 KOTA BANDUNG,202,69.9,50.93,41.39,46.3
2019,Negeri,SMP NEGERI 54,214,67.43,49.92,43.22,46.86
2019,Negeri,SMP NEGERI 55,42,69.62,46.48,40.89,48.93
2019,Negeri,SMP NEGERI 56,111,77.32,58.97,49.32,56.76
2019,Negeri,SMP NEGERI TERBUKA 12 BANDUNG,49,59.76,46.98,38.47,38.47
2019,Negeri,SMP NEGERI TERBUKA 40 BANDUNG,41,57.61,47.46,37.93,40.85
2019,Negeri,SMP NEGERI TERBUKA 27 BANDUNG,127,58.08,46.03,39.06,40.61
2019,Negeri,SMP NEGERI TERBUKA 8 BANDUNG,60,56.63,44.83,36.46,41.75
2019,Negeri,SMP NEGERI TERBUKA  51 BANDUNG,103,61.5,45.88,36.99,40.15
2019,Negeri,SMP NEGERI TERBUKA 36 BANDUNG,57,49.37,41.3,35.7,34.82
2019,Negeri,MTSN 1 KOTA BANDUNG,260,74.51,54.35,45.27,54.8
2019,Negeri,MTSN 2 KOTA BANDUNG,291,77.96,62.85,58.7,56.47
2019,Swasta,SMP BALA KESELAMATAN,5,66.4,46.8,37.5,35
2019,Swasta,SMP BUDI BAKTI BANDUNG,40,60.8,45.05,36.31,40.94
2019,Swasta,SMP PANDU BANDUNG,54,83.33,77.11,68.43,73.1
2019,Swasta,SMP PASUNDAN 4 BANDUNG,214,63.52,47.11,38.98,42.38
2019,Swasta,SMP WARINGIN BANDUNG,138,83.54,83.14,75,68.13
2019,Swasta,SMP YAQIN BANDUNG,54,59.81,42.89,36.02,39.03
2019,Swasta,SMP YPI BANDUNG,15,60.53,44.8,46.5,56.5
2019,Swasta,SMP K 1 BINA BAKTI BANDUNG,47,80.09,81.28,70.8,67.71
2019,Swasta,SMP K 2 BINA BAKTI BANDUNG,27,81.63,89.93,74.72,68.8
2019,Swasta,SMPK 1 BPK PENABUR,281,87.59,95.17,93.79,88.01
2019,Swasta,SMP K BPPK BANDUNG,25,77.52,63.76,54.5,51.5
2019,Swasta,SMP K PAULUS BANDUNG,9,68,58.44,41.11,48.61
2019,Swasta,SMP K TRIMULIA BANDUNG,44,84.55,95.59,85.28,79.2
2019,Swasta,SMP ADVENT II BANDUNG,30,78.87,77.27,59.08,60.42
2019,Swasta,SMP AL-HUSAINIYYAH BANDUNG,51,64.39,45.18,36.03,40.15
2019,Swasta,SMP BINA DHARMA 3 BANDUNG,21,63.9,46.29,40.83,45
2019,Swasta,SMP INDONESIA RAYA BANDUNG,82,61.8,45.32,36.95,40.58
2019,Swasta,SMP KARTIKA XIX-2,137,62.93,49.64,38.49,44.14
2019,Swasta,SMP MIFTAHUL IMAN BANDUNG,55,55.53,41.31,37.45,40.55
2019,Swasta,SMP MUHAMMADIYAH 6 BANDUNG,124,58.97,43.84,36.77,39.07
2019,Swasta,SMP PASUNDAN 3 BANDUNG,236,63.55,45.67,36.89,44.07
2019,Swasta,SMP PASUNDAN 10 BANDUNG,30,54.4,44.67,35.58,37.92
2019,Swasta,SMP PASUNDAN 12 BANDUNG,179,61.77,44.26,38.85,40.61
2019,Swasta,SMP PGRI 2 BANDUNG,60,58.77,43.17,35.58,36.92
2019,Swasta,SMP PGRI 5 BANDUNG,24,65.25,55.42,38.85,44.06
2019,Swasta,SMP SEKOLAH LABORATORIUM UPI,118,78.03,72.75,51.86,58.09
2019,Swasta,SMP K HIDUP BARU BANDUNG,5,75.6,58.4,51,55.5
2019,Swasta,SMP ADVENT CIMINDI,38,76,60.32,44.61,48.82
2019,Swasta,SMP ANGKASA LANUD HUSEIN. S,223,68.96,54.55,40.29,44.57
2019,Swasta,SMP BPMD TARUNA BANDUNG,7,60.86,40.57,28.93,39.29
2019,Swasta,SMP KIANSANTANG BANDUNG,17,56.12,42.47,35.74,40
2019,Swasta,SMP LPPN BANDUNG,10,55,40.8,36.5,32.5
2019,Swasta,SMP MUHAMMADIYAH 2 BANDUNG,34,64.41,43.76,40.22,41.76
2019,Swasta,SMP MUHAMMADIYAH 4 BANDUNG,25,62.48,44.96,40.7,40.7
2019,Swasta,SMP MUTIARA 1 BANDUNG,70,62.46,46.86,37.07,39.36
2019,Swasta,SMP MUTIARA 4 BANDUNG,271,66.21,46.25,38.71,45.45
2019,Swasta,SMP PAJAJARAN 1 BANDUNG,21,65.05,43.81,39.05,42.14
2019,Swasta,SMP PGRI 4,30,57.4,42.47,34.67,41.42
2019,Swasta,SMP RAJAWALI,1,50,28,27.5,27.5
2019,Swasta,SMP YWKA BANDUNG,58,69.55,53.55,41.68,40.65
2019,Swasta,SMPK 5 BPK PENABUR BANDUNG,141,83.82,87.16,79.45,76.76
2019,Swasta,SMP ADVENT BANDUNG,12,73.33,81.33,48.33,56.67
2019,Swasta,SMP BPP BANDUNG,75,64.53,46.48,38.27,41.3
2019,Swasta,SMP KRISTEN BAPTIS BANDUNG,26,81.46,75.77,72.12,67.79
2019,Swasta,SMP PERTIWI BANDUNG,25,66.24,46.32,42,39.8
2019,Swasta,SMP SANTA ANGELA BANDUNG,140,86.61,92.66,80.32,79.23
2019,Swasta,SMP SANTO ALOYSIUS 1 BANDUNG,138,85.96,91.46,84.78,80.94
2019,Swasta,SMP KARTIKA SILIWANGI XIX-1,177,68.46,54.64,40.24,44.76
2019,Swasta,SMP PASUNDAN 6 BANDUNG,175,67.83,50.01,41.89,43.91
2019,Swasta,SMP PGII-1 BANDUNG,262,75.02,63.98,47.26,54.09
2019,Swasta,SMP SANTA URSULA BANDUNG,118,86.31,87.12,76.95,76.5
2019,Swasta,SMP SUMATRA 40 BANDUNG,188,70.17,50.48,39.97,42.91
2019,Swasta,SMP TARUNA BAKTI BANDUNG,233,86.33,92.5,77.84,77.23
2019,Swasta,SMP K YAHYA BANDUNG,56,84.86,87.5,68.21,71.61
2019,Swasta,SMP AL-FALAH BANDUNG,182,65.13,46.43,38.46,46.95
2019,Swasta,SMP BUNGA BANGSA BANDUNG,62,61.65,44.16,38.59,41.9
2019,Swasta,SMP DARUL HIKAM BANDUNG,141,86.84,87.09,87.78,84.13
2019,Swasta,SMP ISTIQAMAH BANDUNG,85,80.64,76.59,58.65,61.74
2019,Swasta,SMP KEMAH INDONESIA 4 BANDUNG,53,60.04,45.66,38.68,38.82
2019,Swasta,SMP NASIONAL BANDUNG,205,63.48,44.41,37.89,41.63
2019,Swasta,SMP PASUNDAN 8 BANDUNG,234,62.52,45.12,37.94,40.65
2019,Swasta,SMP PGII 2 BANDUNG,184,73.7,57.9,47.24,51.17
2019,Swasta,SMP PGRI 6 BANDUNG,27,58.52,46.3,38.33,38.15
2019,Swasta,SMP PRIBADI,41,82.44,90.39,75.61,79.15
2019,Swasta,SMP SALMAN AL FARISI BANDUNG,88,87.57,92.89,87.64,80.6
2019,Swasta,SMP KARTIKA X-1 BANDUNG,232,68.47,49.53,40.59,44.26
2019,Swasta,SMP KEMALA BHAYANGKARI BANDUNG,249,66.15,49.94,38.51,42.77
2019,Swasta,SMP MAARIF 1 BANDUNG,23,60.52,47.3,35.76,43.7
2019,Swasta,SMP MUHAMMADIYAH 1 BANDUNG,47,61.06,47.23,38.35,43.19
2019,Swasta,SMP MUSLIMIN 3 BANDUNG,15,61.87,44.93,41.67,43.33
2019,Swasta,SMP PELITA BANDUNG,141,60.88,45.49,38.95,42.66
2019,Swasta,SMP PGRI 1 BANDUNG,77,58.26,42.73,38.93,38.86
2019,Swasta,SMP PGRI 3 BANDUNG,24,64.17,46.75,36.98,42.4
2019,Swasta,SMP SANTA MARIA BANDUNG,95,83.33,82.72,63.63,67.68
2019,Swasta,SMP TAMAN SISWA BANDUNG,45,64.8,49.02,39.06,43.11
2019,Swasta,SMP YPU BANDUNG,64,59.02,43.25,33.93,39.38
2019,Swasta,SMP K 4 BPK PENABUR,30,87.33,91.93,79.92,77.17
2019,Swasta,SMP AL HADI BANDUNG,253,62.04,44.81,38.66,40.75
2019,Swasta,SMP AL ISLAM,104,57.12,42.75,36.06,40.29
2019,Swasta,SMP PLUS BAITURRAHMAN,180,64,48.09,42.19,42.13
2019,Swasta,SMP BANDUNG INSTITUT,31,54.58,43.42,37.42,38.23
2019,Swasta,SMP BINA PERSADA NUSANTARA,3,73.33,53.33,41.67,49.17
2019,Swasta,SMP CENDEKIA MUDA,43,83.95,83.12,67.27,66.34
2019,Swasta,SMP GANTRA BANDUNG,47,64.64,42.55,40.05,39.57
2019,Swasta,SMP GEMA PANCASILA BANDUNG,27,58.74,39.26,36.67,38.8
2019,Swasta,SMP GUPPI UJUNG BERUNG,25,53.12,54.24,40.1,38
2019,Swasta,SMP KARYA PEMBANGUNAN 10,119,62.13,50.67,45.06,44.12
2019,Swasta,SMP LANGLANGBUANA,42,64.95,44.62,38.63,45.18
2019,Swasta,SMP MUHAMMADIYAH 3 BANDUNG,114,67.04,51.14,41.21,43.51
2019,Swasta,SMP MUTIARA BUNDA,84,83.02,83.62,70.51,71.61
2019,Swasta,SMP PGRI 10 BANDUNG,257,62.3,44.98,38.18,41.23
2019,Swasta,SMP PGRI 11,12,59.17,43.67,44.79,41.46
2019,Swasta,SMP TRIYASA BANDUNG,197,63.34,46.25,38.34,45.34
2019,Swasta,SMP YAYASAN ATIKAN SUNDA,249,69.63,50.39,41.22,46.18
2019,Swasta,SMP AL-GHIFARI,113,68.37,57.33,41.79,47.83
2019,Swasta,SMP AL-HASAN,57,64.42,44.6,41.32,41.67
2019,Swasta,SMP IGN SLAMET RIYADI,70,83.43,78.37,58.75,64.79
2019,Swasta,SMP MADYA BANDUNG,62,61.45,45.32,37.14,43.51
2019,Swasta,SMP MUHAMMADIYAH 9,110,64.56,45.67,37.77,42.23
2019,Swasta,SMP MUSLIMIN 5 BANDUNG,25,65.92,43.42,38.7,48.85
2019,Swasta,SMP PGRI 7 BANDUNG,183,64.3,44.11,37.46,40.14
2019,Swasta,SMP PGRI 9 GEDEBAGE,22,57.64,43.18,36.93,37.73
2019,Swasta,SMP TULUS KARTIKA,94,60.13,47.94,38.09,39.15
2019,Swasta,SMP VIJAYA KUSUMA,305,65.08,46.29,40.09,43.06
2019,Swasta,SMP BINA DHARMA 2 BANDUNG,270,60.41,45.99,37.44,40.5
2019,Swasta,SMP BINA HARAPAN,32,58.25,46.06,39.53,43.44
2019,Swasta,SMP GUNA DHARMA,88,61.55,45.61,37.9,43.01
2019,Swasta,SMP KARYA NUSANTARA,18,54,41.78,35.83,36.67
2019,Swasta,SMP LANGLANG BUANA 2,82,58.24,44.17,38.69,38.17
2019,Swasta,SMP MUHAMMADIYAH 5 BANDUNG,31,60.32,46.84,37.74,40.24
2019,Swasta,SMP MUHAMMADIYAH 8 BANDUNG,114,82.02,79.11,62.15,64.58
2019,Swasta,SMP MUHAMMADIYAH 10,121,59.6,45.67,40.41,43.57
2019,Swasta,SMP NUSANTARA RAYA,89,61.37,44.7,36.6,39.63
